,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4755,4755,Land Rover Range,Hyderabad,2016,52000,Diesel,Automatic,First,15,1999,177,5,42
4756,4756,Audi A6 2.7,Kolkata,2010,35010,Diesel,Automatic,First,12,2698,179,5,12
4757,4757,Mercedes-Benz E-Class 280,Hyderabad,2006,76662,Diesel,Automatic,First,11,2987,198,5,11
4758,4758,Honda City 1.5,Jaipur,2009,89000,Petrol,Automatic,First,17,1497,118,5,4
4759,4759,Honda CR-V 2.4,Jaipur,2006,80000,Petrol,Automatic,Third,10,2354,152,5,2
4760,4760,Maruti Ciaz 1.3,Kochi,2018,39023,Diesel,Manual,First,28,1248,88,5,9
4761,4761,Maruti Wagon R,Jaipur,2004,62000,Petrol,Manual,Second,18,998,67,5,1
4762,4762,Hyundai Creta 1.6,Jaipur,2015,78046,Diesel,Manual,First,19,1582,126,5,11
4763,4763,Maruti Ciaz VDi,Kolkata,2015,34400,Diesel,Manual,First,28,1248,88,5,6
4764,4764,Hyundai EON D,Coimbatore,2016,64624,Petrol,Manual,First,21,814,55,5,4
4765,4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16,1373,93,7,6
4766,4766,Volkswagen Vento Diesel,Chennai,2012,55000,Diesel,Manual,First,20,1598,103,5,5
4767,4767,Honda City 1.5,Mumbai,2005,81000,Petrol,Manual,Second,12,1493,100,5,1
4768,4768,Volkswagen Polo Petrol,Kochi,2016,36733,Petrol,Manual,First,16,1198,73,5,5
4769,4769,Maruti Alto 800,Kochi,2017,24310,CNG,Manual,First,33,796,40,4,4
4770,4770,Mercedes-Benz GLA Class,Mumbai,2016,43022,Diesel,Automatic,First,17,2143,136,5,25
4771,4771,Hyundai Santa Fe,Jaipur,2013,74000,Diesel,Manual,First,14,2199,194,7,12
4772,4772,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22,1248,74,5,4
4773,4773,Hyundai Elite i20,Kochi,2017,37460,Petrol,Manual,First,18,1197,81,5,6
4774,4774,Mahindra Xylo E8,Mumbai,2011,130000,Diesel,Manual,First,14,2498,112,8,3
4775,4775,Hyundai Grand i10,Coimbatore,2017,31576,Petrol,Manual,First,18,1197,82,5,8
4776,4776,Volkswagen Vento Petrol,Mumbai,2011,66000,Petrol,Manual,First,15,1598,103,5,3
4777,4777,Honda Accord 2.4,Mumbai,2008,79000,Petrol,Automatic,Second,11,2354,177,5,5
4778,4778,Mercedes-Benz S-Class S,Bangalore,2011,47140,Diesel,Automatic,Second,13,2925,281,5,30
4779,4779,Mercedes-Benz B Class,Bangalore,2016,36610,Diesel,Automatic,First,15,2143,107,5,20
4780,4780,Hyundai Creta 1.6,Bangalore,2016,93000,Diesel,Manual,First,20,1582,126,5,11
4781,4781,Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19,796,46,5,2
4782,4782,Audi A3 35,Mumbai,2016,20003,Diesel,Automatic,First,20,1968,143,5,19
4783,4783,Renault Duster 85PS,Delhi,2013,66314,Diesel,Manual,First,19,1461,83,5,6
4784,4784,Ford Fiesta 1.4,Chennai,2009,76000,Diesel,Manual,First,17,1399,68,5,3
4785,4785,Hyundai Creta 1.6,Bangalore,2015,29000,Diesel,Manual,First,19,1582,126,5,13
4786,4786,Ford Figo Diesel,Mumbai,2011,30000,Diesel,Manual,First,20,1399,68,5,3
4787,4787,Volkswagen Polo Petrol,Coimbatore,2013,56526,Petrol,Manual,First,15,1598,103,5,6
4788,4788,Volvo V40 D3,Hyderabad,2015,38000,Diesel,Automatic,Second,16,1969,150,5,24
4789,4789,Hyundai Verna SX,Chennai,2012,41000,Diesel,Automatic,First,19,1582,126,5,6
4790,4790,BMW 7 Series,Hyderabad,2009,53000,Diesel,Automatic,First,14,2993,258,5,36
4791,4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14,1998,68,5,3
4792,4792,Toyota Fortuner 3.0,Chennai,2010,242000,Diesel,Manual,First,11,2982,171,7,11
4793,4793,Maruti Ciaz VDi,Chennai,2015,90000,Diesel,Manual,First,26,1248,88,5,6
4794,4794,Maruti Vitara Brezza,Hyderabad,2018,11000,Diesel,Manual,First,24,1248,88,5,9
4795,4795,BMW 3 Series,Kochi,2018,21936,Diesel,Automatic,First,21,1995,190,5,38
4796,4796,Volkswagen Vento Petrol,Pune,2013,41000,Petrol,Automatic,First,14,1598,103,5,5
4797,4797,Hyundai i20 1.2,Chennai,2011,47000,Petrol,Manual,First,17,1197,80,5,4
4798,4798,BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11,2993,235,5,18
4799,4799,Hyundai Xcent 1.2,Coimbatore,2015,45960,Petrol,Manual,First,19,1197,82,5,6
4800,4800,Mercedes-Benz E-Class 2009-2013,Bangalore,2013,48000,Diesel,Automatic,First,14,2143,203,5,22
4801,4801,Land Rover Freelander,Hyderabad,2011,68000,Diesel,Automatic,First,12,2179,147,5,22
4802,4802,Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20,1197,78,5,3
4803,4803,Hyundai Verna 1.6,Jaipur,2013,69573,Diesel,Manual,Second,22,1582,126,5,6
4804,4804,Volkswagen Jetta 2012-2014,Chennai,2012,115000,Diesel,Manual,First,19,1968,138,5,7
4805,4805,Mahindra XUV500 W8,Kolkata,2012,47629,Diesel,Manual,First,15,2179,140,7,6
4806,4806,Maruti Omni 8,Jaipur,2004,66624,Petrol,Manual,Third,19,796,35,8,1
4807,4807,Skoda Superb Style,Delhi,2013,80000,Petrol,Automatic,Second,14,1798,177,5,7
4808,4808,Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22,1248,74,5,4
4809,4809,Mahindra Scorpio 2.6,Mumbai,2010,76477,Diesel,Manual,First,10,2179,120,8,4
4810,4810,Mercedes-Benz GLA Class,Chennai,2016,28000,Petrol,Automatic,First,13,1991,183,5,26
4811,4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16,2498,105,6,10
4812,4812,Renault Duster 110PS,Bangalore,2013,45348,Diesel,Manual,Second,19,1461,108,5,7
4813,4813,Audi Q5 2008-2012,Coimbatore,2013,80127,Diesel,Automatic,First,12,1968,167,5,24
4814,4814,Land Rover Freelander,Delhi,2013,68000,Diesel,Automatic,Second,12,2179,147,5,16
4815,4815,Volkswagen Vento Diesel,Pune,2012,75000,Diesel,Manual,Third,20,1598,103,5,4
4816,4816,BMW 5 Series,Delhi,2006,48000,Petrol,Automatic,Second,11,2979,306,5,7
4817,4817,Hyundai Elantra CRDi,Coimbatore,2019,41871,Diesel,Manual,First,22,1582,126,5,16
4818,4818,Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15,2956,83,7,5
4819,4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22,799,53,5,2
4820,4820,BMW X5 xDrive,Chennai,2009,110000,Diesel,Automatic,First,11,2993,245,5,20
4821,4821,BMW 6 Series,Mumbai,2011,5900,Petrol,Automatic,First,7,4395,450,4,48
4822,4822,Maruti Alto Vxi,Chennai,2002,103653,Petrol,Manual,Second,18,1061,47,5,1
4823,4823,Volkswagen Polo Petrol,Chennai,2012,64806,Petrol,Manual,First,16,1198,73,5,4
4824,4824,Datsun GO Plus,Pune,2016,35000,Petrol,Manual,First,20,1198,67,7,3
4825,4825,Hyundai Creta 1.6,Bangalore,2016,40000,Petrol,Manual,First,15,1591,121,5,12
4826,4826,Maruti Alto K10,Kochi,2015,23876,Petrol,Manual,First,24,998,67,5,3
4827,4827,Hyundai Santa Fe,Coimbatore,2013,67901,Diesel,Manual,First,14,2199,194,7,8
4828,4828,Volkswagen Polo GT,Pune,2014,68865,Diesel,Manual,First,15,1598,103,5,5
4829,4829,Honda Amaze S,Pune,2014,71000,Diesel,Manual,Second,25,1498,98,5,4
4831,4831,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22,1248,74,5,4
4832,4832,Skoda Rapid 1.6,Hyderabad,2012,180000,Diesel,Manual,First,20,1598,103,5,4
4833,4833,Mercedes-Benz E-Class 280,Mumbai,2005,131000,Diesel,Automatic,First,11,2987,198,5,10
4834,4834,Mahindra Scorpio SLE,Delhi,2011,65000,Diesel,Manual,Second,12,2179,120,8,4
4835,4835,Nissan Sunny 2011-2014,Hyderabad,2012,117777,Diesel,Manual,First,21,1461,84,5,5
4836,4836,Maruti Swift Dzire,Bangalore,2009,65000,Petrol,Manual,Second,17,1298,85,5,3
4837,4837,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21,814,55,5,4
4838,4838,Honda Brio S,Coimbatore,2015,36695,Petrol,Manual,First,19,1198,86,5,4
4839,4839,Nissan Micra XV,Kolkata,2011,43000,Petrol,Manual,First,18,1198,75,5,2
4840,4840,Maruti Alto LXi,Mumbai,2008,54000,Petrol,Manual,First,19,796,46,5,1
4841,4841,BMW 3 Series,Hyderabad,2011,89000,Diesel,Automatic,First,22,1995,190,5,14
4842,4842,Volkswagen Polo 1.2,Mumbai,2014,7000,Petrol,Manual,First,16,1198,74,5,5
4843,4843,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23,998,67,5,4
4844,4844,Maruti Wagon R,Kolkata,2014,37000,Petrol,Manual,First,21,1197,81,5,3
4845,4845,Maruti Ciaz ZDi,Mumbai,2016,29000,Diesel,Manual,First,26,1248,88,5,9
4846,4846,Audi A4 2.0,Hyderabad,2013,52000,Diesel,Automatic,First,16,1968,147,5,20
4847,4847,Honda Brio S,Kolkata,2013,32807,Petrol,Manual,First,19,1198,86,5,3
4848,4848,Mahindra Scorpio VLX,Hyderabad,2013,86000,Diesel,Automatic,First,11,2179,120,8,8
4849,4849,Honda City i,Delhi,2014,66500,Diesel,Manual,First,26,1498,98,5,6
4850,4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17,1995,184,5,12
4851,4851,Chevrolet Spark 1.0,Chennai,2011,29000,Petrol,Manual,Second,18,995,62,5,2
4852,4852,Ford Figo Diesel,Chennai,2010,107389,Diesel,Manual,Second,20,1399,68,5,2
4853,4853,Maruti Swift VXI,Ahmedabad,2015,36100,Petrol,Manual,First,20,1197,81,5,4
4854,4854,Mercedes-Benz New C-Class,Mumbai,2015,16329,Diesel,Automatic,First,19,2143,170,5,30
4855,4855,Skoda Octavia Elegance,Hyderabad,2014,36000,Diesel,Automatic,First,19,1968,141,5,16
4856,4856,BMW X3 xDrive20d,Kochi,2017,41816,Diesel,Automatic,First,18,1995,190,5,33
4857,4857,Hyundai EON Era,Jaipur,2015,54680,Petrol,Manual,First,21,814,55,5,2
4858,4858,Audi A4 35,Hyderabad,2017,14000,Diesel,Automatic,First,18,1968,187,5,43
4859,4859,Ford Figo 2015-2019,Kochi,2017,23977,Petrol,Manual,First,18,1196,86,5,5
4860,4860,Maruti Alto K10,Hyderabad,2013,30131,Petrol,Manual,First,20,998,67,5,3
4861,4861,Maruti Alto 800,Hyderabad,2017,2530,Petrol,Manual,First,24,796,47,5,3
4862,4862,Mercedes-Benz New C-Class,Hyderabad,2015,39000,Diesel,Automatic,First,19,2143,167,5,34
4863,4863,Hyundai Santro D,Chennai,2001,140000,Petrol,Manual,Third,20,1086,68,5,1
4864,4864,Hyundai Xcent 1.1,Kochi,2017,32257,Diesel,Manual,First,24,1120,71,5,7
4865,4865,Honda Amaze S,Kochi,2016,46983,Diesel,Manual,First,25,1498,98,5,6
4866,4866,Maruti Swift Vdi,Chennai,2008,107000,Diesel,Manual,Second,17,1248,75,5,3
4867,4867,Volkswagen Polo 1.2,Mumbai,2017,19000,Petrol,Manual,First,16,1199,74,5,5
4868,4868,Audi A4 2.0,Bangalore,2013,88000,Diesel,Automatic,First,17,1968,174,5,16
4869,4869,Land Rover Range,Coimbatore,2012,84384,Diesel,Automatic,First,10,4367,308,7,53
4870,4870,Mahindra XUV500 W8,Chennai,2011,128000,Diesel,Manual,Third,16,2179,140,7,6
4871,4871,Ford Endeavour 2.5L,Bangalore,2011,71000,Diesel,Manual,Third,13,2499,141,7,7
4872,4872,Tata Indica V2,Kolkata,2008,50000,Diesel,Manual,First,17,1396,53,5,1
4873,4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21,1197,83,5,7
4874,4874,Hyundai Xcent 1.1,Kolkata,2017,82000,Diesel,Manual,First,24,1120,71,5,3
4875,4875,Honda Civic 2006-2010,Delhi,2008,80000,Petrol,Manual,First,13,1799,130,5,3
4876,4876,Hyundai i20 Sportz,Delhi,2015,36000,Petrol,Manual,Second,18,1197,81,5,5
4877,4877,Tata Nexon 1.2,Coimbatore,2018,17477,Petrol,Manual,First,17,1198,108,5,10
4878,4878,Hyundai i20 Sportz,Coimbatore,2016,16725,Petrol,Manual,First,18,1197,81,5,7
4879,4879,Maruti Swift Dzire,Mumbai,2014,48241,Petrol,Manual,First,19,1197,85,5,4
4880,4880,Maruti Wagon R,Kochi,2014,52431,Petrol,Manual,First,22,998,67,5,3
4881,4881,Hyundai i20 Sportz,Bangalore,2012,68000,Diesel,Manual,First,21,1396,88,5,4
4882,4882,Toyota Fortuner 4x2,Hyderabad,2012,158000,Diesel,Automatic,First,12,2982,168,7,17
4883,4883,Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20,1197,78,5,5
4884,4884,Hyundai Grand i10,Chennai,2015,25000,Petrol,Manual,First,18,1197,82,5,6
4885,4885,Hyundai i20 Asta,Ahmedabad,2016,57000,Petrol,Manual,First,18,1197,81,5,6
4887,4887,Maruti Vitara Brezza,Kochi,2018,57078,Diesel,Manual,First,24,1248,88,5,10
4888,4888,Honda Amaze S,Kochi,2016,47471,Diesel,Manual,First,25,1498,98,5,5
4889,4889,Mercedes-Benz M-Class ML,Hyderabad,2014,50000,Diesel,Automatic,First,15,2143,203,5,45
4890,4890,Hyundai i20 Sportz,Ahmedabad,2010,62000,Diesel,Manual,First,23,1396,90,5,3
4891,4891,Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19,1086,68,5,3
4892,4892,Maruti Swift Dzire,Hyderabad,2014,81768,Diesel,Manual,First,26,1248,74,5,6
4893,4893,BMW Z4 2009-2013,Kochi,2018,9952,Petrol,Automatic,First,10,2979,306,2,59
4894,4894,Maruti Baleno Alpha,Hyderabad,2017,24000,Diesel,Manual,First,27,1248,74,5,8
4895,4895,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25,936,57,5,2
4896,4896,Honda Brio V,Pune,2012,59000,Petrol,Manual,First,19,1198,86,5,3
4897,4897,Ford Figo Diesel,Mumbai,2014,33000,Diesel,Manual,Second,20,1399,68,5,3
4898,4898,Maruti Celerio VXI,Pune,2016,36789,Petrol,Automatic,First,23,998,67,5,4
4899,4899,Mercedes-Benz New C-Class,Jaipur,2014,41000,Diesel,Automatic,First,14,2143,170,5,18
4901,4901,Honda Brio S,Jaipur,2015,46650,Petrol,Manual,First,19,1198,86,5,4
4902,4902,Maruti Baleno Alpha,Mumbai,2018,3000,Petrol,Automatic,First,21,1197,83,5,9
4903,4903,Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21,814,55,5,4
4905,4905,Hyundai i20 1.4,Hyderabad,2015,68525,Diesel,Manual,First,23,1396,90,5,7
4906,4906,Ford Endeavour 3.2,Hyderabad,2018,15000,Diesel,Automatic,First,10,3198,197,7,33
4907,4907,Honda City i-VTEC,Ahmedabad,2017,29000,Petrol,Manual,First,17,1497,117,5,10
4908,4908,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21,1248,88,5,4
4909,4909,Chevrolet Optra Magnum,Jaipur,2007,118000,Petrol,Manual,First,12,1598,102,5,1
4910,4910,Volkswagen Vento Diesel,Delhi,2013,75000,Diesel,Manual,First,20,1598,103,5,4
4911,4911,Honda City V,Pune,2012,69000,Petrol,Manual,First,16,1497,116,5,5
4912,4912,Hyundai Creta 1.6,Kochi,2016,52553,Diesel,Manual,First,19,1582,126,5,12
4913,4913,Hyundai Xcent 1.1,Mumbai,2014,58000,Diesel,Manual,Second,24,1120,71,5,4
4914,4914,Mercedes-Benz GLC 220d,Mumbai,2017,24000,Diesel,Automatic,First,17,2143,170,5,47
4915,4915,Ford Figo Diesel,Hyderabad,2015,65542,Diesel,Manual,First,20,1399,68,5,4
4916,4916,Volkswagen Jetta 2007-2011,Ahmedabad,2013,68008,Diesel,Manual,Second,15,1896,105,5,7
4917,4917,Mahindra TUV 300,Coimbatore,2017,22251,Diesel,Manual,First,18,1493,100,7,9
4918,4918,Ford Ecosport 1.5,Chennai,2013,55000,Petrol,Manual,Second,15,1499,110,5,5
4919,4919,Hyundai Verna 1.6,Kochi,2017,19387,Petrol,Manual,First,17,1591,121,5,8
4920,4920,Maruti Wagon R,Pune,2014,58000,CNG,Manual,First,26,998,58,5,3
4921,4921,Hyundai i20 Sportz,Mumbai,2016,24001,Petrol,Manual,First,18,1197,81,5,6
4922,4922,Audi A4 New,Kolkata,2008,17000,Diesel,Automatic,First,15,1968,140,5,10
4923,4923,Nissan Micra Active,Delhi,2015,28500,Petrol,Manual,First,19,1198,67,5,4
4924,4924,Mercedes-Benz M-Class ML,Jaipur,2014,66000,Diesel,Automatic,First,15,2143,203,5,30
4925,4925,Land Rover Discovery,Delhi,2017,22000,Diesel,Automatic,First,12,2179,147,5,35
4926,4926,Hyundai Creta 1.6,Coimbatore,2018,44383,Petrol,Manual,First,15,1591,121,5,13
4927,4927,Skoda Rapid 1.6,Mumbai,2013,45000,Diesel,Manual,First,20,1598,103,5,4
4928,4928,Maruti Swift Dzire,Jaipur,2015,58000,Diesel,Manual,First,23,1248,74,5,5
4929,4929,Hyundai Creta 1.6,Delhi,2016,69000,Petrol,Manual,First,15,1591,121,5,10
4930,4930,Hyundai Grand i10,Coimbatore,2017,60993,Diesel,Manual,First,24,1120,70,5,5
4931,4931,Mahindra TUV 300,Pune,2016,67000,Diesel,Manual,First,18,1493,100,7,6
4932,4932,Hyundai Grand i10,Kochi,2014,51134,Diesel,Manual,First,24,1120,70,5,5
4933,4933,BMW X5 xDrive,Chennai,2011,55000,Diesel,Automatic,Second,11,2993,245,5,28
4934,4934,Maruti Dzire AMT,Coimbatore,2018,25082,Diesel,Automatic,First,28,1248,73,5,8
4935,4935,Toyota Fortuner 4x4,Delhi,2012,68350,Diesel,Manual,First,12,2982,168,7,14
4936,4936,Audi A6 2011-2015,Hyderabad,2015,50000,Diesel,Automatic,First,17,1968,174,5,36
4937,4937,Honda Jazz 1.5,Pune,2015,97000,Diesel,Manual,First,27,1498,98,5,6
4938,4938,Audi Q7 4.2,Coimbatore,2015,56238,Diesel,Automatic,First,11,4134,335,7,52
4939,4939,Mahindra Scorpio 2009-2014,Jaipur,2014,72618,Diesel,Manual,First,12,2179,120,7,8
4940,4940,Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18,1991,147,5,10
4941,4941,Chevrolet Beat Diesel,Hyderabad,2012,61250,Diesel,Manual,First,25,936,57,5,3
4942,4942,Audi A4 35,Coimbatore,2014,28469,Diesel,Automatic,First,18,1968,187,5,24
4943,4943,Skoda Rapid 1.6,Kochi,2018,21488,Petrol,Automatic,First,14,1598,103,5,10
4944,4944,Maruti Swift Dzire,Pune,2014,197000,Diesel,Manual,First,23,1248,74,5,5
4945,4945,Toyota Fortuner 3.0,Pune,2009,138205,Diesel,Manual,Second,11,2982,171,7,10
4946,4946,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22,1248,74,5,4
4947,4947,Honda City 1.5,Coimbatore,2012,67590,Petrol,Manual,First,17,1497,118,5,6
4948,4948,Mercedes-Benz M-Class ML,Mumbai,2012,52000,Diesel,Automatic,First,15,2143,203,5,30
4949,4949,Maruti Swift Ldi,Bangalore,2008,100000,Diesel,Manual,Second,17,1248,75,5,3
4950,4950,Ford Aspire Titanium,Kolkata,2017,60048,Diesel,Manual,First,26,1498,99,5,6
4951,4951,Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20,1197,78,5,2
4953,4953,Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19,796,46,5,2
4955,4955,Maruti Swift VXI,Bangalore,2006,80010,Petrol,Manual,Second,20,1197,81,5,3
4956,4956,Mercedes-Benz New C-Class,Coimbatore,2017,26493,Diesel,Automatic,First,19,2143,170,5,34
4957,4957,Tata Indica V2,Hyderabad,2011,96000,Diesel,Manual,Second,17,1396,52,5,1
4958,4958,Maruti Alto 800,Jaipur,2014,45700,Petrol,Manual,Second,22,796,47,5,2
4959,4959,Skoda Superb 2.8,Kolkata,2005,13000,Petrol,Automatic,First,9,2771,193,5,3
4960,4960,Volkswagen Polo Petrol,Kolkata,2013,38000,Petrol,Manual,First,16,1198,73,5,3
4961,4961,Maruti Dzire AMT,Coimbatore,2019,8018,Petrol,Automatic,First,22,1197,81,5,8
4962,4962,Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12,2179,120,8,5
4963,4963,Maruti Swift Vdi,Jaipur,2010,152000,Diesel,Manual,First,17,1248,75,5,3
4964,4964,BMW 3 Series,Pune,2013,71000,Diesel,Automatic,First,18,1995,184,5,15
4965,4965,Tata Nano STD,Jaipur,2012,80000,Petrol,Manual,Second,25,624,37,4,1
4966,4966,Toyota Innova 2.5,Mumbai,2014,87143,Diesel,Manual,First,12,2494,100,8,12
4967,4967,Honda Brio S,Mumbai,2012,25000,Petrol,Manual,First,18,1198,86,5,3
4968,4968,Tata Tiago AMT,Pune,2018,2000,Petrol,Automatic,First,23,1199,83,5,5
4969,4969,Mahindra Scorpio SLE,Kochi,2014,45239,Diesel,Manual,First,12,2179,120,8,7
4970,4970,BMW 5 Series,Hyderabad,2011,101999,Diesel,Automatic,First,16,1995,218,5,20
4971,4971,Toyota Corolla Altis,Mumbai,2014,74219,Diesel,Manual,First,21,1364,87,5,11
4972,4972,Honda City i,Mumbai,2016,25000,Petrol,Automatic,First,18,1497,117,5,9
4973,4973,Hyundai Verna CRDi,Hyderabad,2008,109606,Diesel,Manual,First,22,1582,126,5,3
4974,4974,Maruti Swift Dzire,Kolkata,2015,36000,Diesel,Manual,First,26,1248,74,5,5
4975,4975,Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20,1373,91,5,7
4976,4976,Ford Ecosport 1.5,Jaipur,2014,93321,Diesel,Manual,First,22,1498,89,5,6
4977,4977,Maruti Alto K10,Hyderabad,2011,81000,Petrol,Manual,First,20,998,67,5,2
4978,4978,Honda Amaze V,Kochi,2019,25717,Petrol,Automatic,First,19,1199,88,5,9
4979,4979,Mahindra XUV500 W6,Delhi,2015,37000,Diesel,Manual,First,15,2179,140,7,9
4980,4980,Mahindra TUV 300,Coimbatore,2017,56380,Diesel,Manual,First,18,1493,100,7,8
4981,4981,Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18,1199,88,5,8
4982,4982,Maruti Swift VXI,Kochi,2018,14589,Petrol,Manual,First,16,1298,88,5,6
4983,4983,Volkswagen Polo Petrol,Delhi,2013,65088,Petrol,Manual,First,16,1198,73,5,3
4984,4984,Hyundai Creta 1.6,Coimbatore,2019,24864,Diesel,Manual,First,20,1582,126,5,16
4985,4985,Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18,1199,79,5,3
4986,4986,Honda Amaze VX,Kolkata,2013,38001,Diesel,Manual,First,25,1498,98,5,4
4987,4987,Mercedes-Benz E-Class 230,Mumbai,2008,77000,Petrol,Automatic,Second,10,2496,157,5,6
4988,4988,BMW 5 Series,Hyderabad,2016,27000,Diesel,Automatic,First,18,2993,265,5,48
4989,4989,Audi A3 35,Mumbai,2016,39000,Diesel,Automatic,First,20,1968,143,5,19
4990,4990,Maruti Swift Dzire,Pune,2015,131000,Diesel,Manual,First,26,1248,74,5,4
4991,4991,Maruti Swift Dzire,Kolkata,2015,43000,Diesel,Manual,First,26,1248,74,5,6
4992,4992,Toyota Innova 2.5,Pune,2011,68000,Diesel,Manual,Second,12,2494,102,7,7
4993,4993,BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16,1995,184,5,42
4994,4994,BMW 5 Series,Hyderabad,2007,120000,Diesel,Automatic,First,16,1995,218,5,10
4995,4995,Mahindra XUV500 W8,Coimbatore,2014,86091,Diesel,Manual,First,15,2179,140,7,10
4996,4996,Honda City 1.5,Delhi,2009,71499,Petrol,Manual,First,17,1497,118,5,3
4997,4997,Force One LX,Chennai,2014,50000,Diesel,Manual,First,17,2200,139,7,12
4998,4998,Volkswagen Polo 1.5,Jaipur,2015,66000,Diesel,Manual,First,20,1498,88,5,5
4999,4999,Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16,1198,90,5,2
5000,5000,Toyota Etios Liva,Hyderabad,2015,69189,Diesel,Manual,First,23,1364,67,5,5
5001,5001,Nissan Terrano XV,Mumbai,2014,40206,Diesel,Manual,First,19,1461,108,5,7
5002,5002,BMW X3 xDrive,Kochi,2017,36723,Diesel,Automatic,First,18,1995,190,5,33
5003,5003,Hyundai i20 1.2,Mumbai,2010,57500,Petrol,Manual,First,18,1197,80,5,3
5004,5004,Maruti Eeco 5,Kochi,2018,43912,CNG,Manual,First,15,1196,73,5,4
5005,5005,Ford Fiesta EXi,Hyderabad,2011,52000,Diesel,Manual,First,17,1399,68,5,4
5006,5006,Honda City 1.5,Kochi,2014,60952,Petrol,Automatic,First,16,1497,118,5,6
5007,5007,Maruti Swift VDI,Chennai,2013,87192,Diesel,Manual,First,25,1248,74,5,4
5008,5008,Hyundai Grand i10,Delhi,2014,58000,Diesel,Manual,First,24,1120,70,5,3
5009,5009,Audi Q7 45,Pune,2017,59500,Diesel,Automatic,First,14,2967,245,7,68
5010,5010,Volkswagen Ameo 1.2,Mumbai,2016,16650,Petrol,Manual,First,17,1198,74,5,6
5011,5011,Honda City i,Kochi,2018,34696,Petrol,Automatic,First,18,1497,117,5,12
5012,5012,Maruti Baleno Alpha,Kochi,2018,42243,Diesel,Manual,First,27,1248,74,5,7
5013,5013,Hyundai Grand i10,Jaipur,2016,57824,Diesel,Manual,First,24,1120,70,5,6
5014,5014,Maruti Swift Dzire,Jaipur,2011,110000,Diesel,Manual,First,19,1248,73,5,4
5016,5016,Land Rover Freelander,Delhi,2013,72000,Diesel,Automatic,First,0,2179,115,5,16
5017,5017,Toyota Fortuner 3.0,Hyderabad,2013,63455,Diesel,Manual,First,11,2982,171,7,19
5018,5018,Honda Jazz VX,Hyderabad,2017,17151,Diesel,Manual,First,27,1498,98,5,8
5019,5019,Maruti Vitara Brezza,Pune,2016,31001,Diesel,Manual,First,24,1248,88,5,7
5020,5020,Maruti Swift Dzire,Kolkata,2014,42109,Diesel,Manual,First,23,1248,74,5,4
5021,5021,Skoda Rapid 1.5,Delhi,2015,55000,Diesel,Automatic,Second,21,1498,103,5,6
5022,5022,Land Rover Freelander,Hyderabad,2013,46000,Diesel,Automatic,Second,0,2179,115,5,26
5023,5023,Maruti Alto 800,Hyderabad,2013,30852,Petrol,Manual,First,22,796,47,5,2
5024,5024,Volkswagen Polo Petrol,Pune,2011,65000,Petrol,Manual,Second,16,1198,73,5,3
5025,5025,Honda City i,Delhi,2015,65000,Diesel,Manual,First,26,1498,98,5,6
5026,5026,Maruti Swift Dzire,Delhi,2013,72000,Diesel,Manual,First,23,1248,74,5,3
5027,5027,Audi A4 2.0,Bangalore,2014,29000,Diesel,Automatic,First,17,1968,174,5,26
